,0
0,0.6475266359130818
1,0.46340430116886616
2,0.693548653235412
3,0.7445321087323923
4,0.6318739425831597
5,0.6963497204786269
6,0.7715283168847056
7,0.8016974289991533
8,0.6844842956848814
9,0.8497816336194288
10,0.7500858765751024
11,0.5696423376106571
12,0.7092013290256025
13,0.46502653965191193
14,0.49933705484884605
15,0.726041432173038
16,0.7748998979975323
17,0.6039606667170869
18,0.5975720223481648
19,0.6930455309426695
20,0.5949368230466534
21,0.7027348524133867
22,0.5438883739028
23,0.731196632734508
24,0.5373326640020681
25,0.6436561685328879
26,0.6910271323591624
27,0.7103765519930203
28,0.7474950801576707
29,0.5516247456986884
30,0.5418955048675755
31,0.49581875632640093
32,0.43066477334689807
33,0.5088324931591792
34,0.7277648879706089
35,0.3964446700026678
36,0.5293261949672818
37,0.7210042379553981
38,0.6541202307230116
39,0.8363566280020116
40,0.6852918380349486
41,0.4397728383625886
42,0.7252542707202239
43,0.7216362515698476
44,0.5623536410939459
45,0.7297632650302227
46,0.7904734673555247
47,0.4668344753894019
48,0.5735823511951189
49,0.5177861162594802
50,0.32137613940447746
51,0.43065301694546626
52,0.663778725863321
53,0.43745138984603193
54,0.6822077875232655
55,0.8017681001123833
56,0.6931983504934321
57,0.7522953373436303
58,0.4787908489679076
59,0.6681616745192498
60,0.4440824365807381
61,0.6983500268624624
62,0.3858674497728361
63,0.6635833989942881
64,0.6459632390448826
65,0.7658290362510759
66,0.5360902301977544
67,0.7691819572632996
68,0.4198477648409177
69,0.5390102234206307
70,0.6723274493321088
71,0.7083471913658821
72,0.5950016157444526
73,0.5013316222232359
74,0.5316176806689032
75,0.7177228909928242
76,0.5725242510942998
77,0.7931183028338649
78,0.40578096334430347
79,0.8254212950065443
80,0.5922613991524691
81,0.6813271418374649
82,0.6904715344692143
83,0.7816925928215603
84,0.571848073156134
85,0.6120697702653759
86,0.6030160893612437
87,0.6699474481567711
88,0.7728492398087667
89,0.66660735332463
90,0.4979935624811163
91,0.7152040412345395
92,0.7193798564635445
93,0.594000326326674
94,0.2751242750530335
95,0.6219962426431349
96,0.616685215050557
97,0.6128839616643629
98,0.5582542617581172
99,0.4604069844389337
100,0.441851299712708
101,0.5717328615173598
102,0.5830545806829369
103,0.7972422248298086
104,0.6681468591930189
105,0.6488651299645243
106,0.7066030115224752
107,0.3542576865239909
108,0.4950316269529455
109,0.7176841262069173
110,0.6996482065870652
111,0.4692091242977889
112,0.5721042230913493
113,0.707818350835721
114,0.5979587952423372
115,0.7961946813438442
116,0.5557372191552935
117,0.5348943525168772
118,0.5782696167541568
119,0.6480769102711914
120,0.6128452940357467
121,0.7623940078425205
122,0.7113536115069659
123,0.3574329098099487
124,0.40444895730079167
125,0.6851158840649838
126,0.4865693734825264
127,0.7086026252908856
128,0.6620451670881629
129,0.6808313972897748
130,0.5961787412506716
131,0.6573034310747878
132,0.5975895045386646
133,0.6018388982381229
134,0.7306373580531029
135,0.6892795141164241
136,0.4838129445033288
137,0.5744207620172408
138,0.667170243457305
139,0.47073646703256006
140,0.5964236308127695
141,0.33079117659208224
142,0.7157106843987229
143,0.7579322511973012
144,0.42056369147872735
145,0.5320140963964584
146,0.543176360320339
147,0.6419391650342128
148,0.7041803028630601
149,0.48648965377763437
150,0.6251136059708233
151,0.6542135585055552
152,0.5428197327527877
153,0.6721152051231022
154,0.7001141349099278
155,0.8074742022020807
156,0.6647748769546227
157,0.629624487240042
158,0.772006376479214
159,0.7989934143097193
160,0.526924163730095
161,0.6001732778317963
162,0.572717316528216
163,0.5622688165342116
164,0.6723752664551927
165,0.6933796210009295
166,0.8146494330232512
167,0.5654031646016922
168,0.6654111293404865
169,0.757006381524948
170,0.4354750696296672
171,0.5914145997856519
172,0.7165679397638194
173,0.6966885588297946
174,0.5063702283463825
175,0.6500927237412677
176,0.5701555937584804
177,0.2416337395724786
178,0.8076948563637272
179,0.7484444259766265
180,0.6036215935223179
181,0.569121587666388
182,0.7372341588550457
183,0.5496527679344148
184,0.7913124063643899
185,0.6830244679147733
186,0.7304277660718437
187,0.7954656888865983
188,0.5934013030885481
189,0.5587463489461866
190,0.7799882030203473
191,0.6241485393036912
192,0.5975787185753584
193,0.5118786344212245
194,0.6617549659663726
195,0.3921636496451819
196,0.5260002139303239
197,0.7337480466003392
198,0.7253826115825079
