,oof_proba
0,0.6906900483614232
1,0.5783593588174363
2,0.7136948179911113
3,0.6647156548337876
4,0.8252663251169932
5,0.574173924792894
6,0.590687188597686
7,0.7292091156235816
8,0.8304542032728065
9,0.7027113794530238
10,0.7534073875584291
11,0.5493914252225776
12,0.7676046598175397
13,0.4824716913032022
14,0.528313809245504
15,0.6307233901879125
16,0.6630394506259003
17,0.7375613282945178
18,0.6909213425601761
19,0.6724389104801176
20,0.6237945902637672
21,0.6726795378700918
22,0.7445707489944674
23,0.8568888462855199
24,0.44487302111003685
25,0.8063417181474557
26,0.762862542409874
27,0.846449847219084
28,0.7276024599308968
29,0.6032537294165077
30,0.8099106428588613
31,0.43508919693965253
32,0.6383672508033917
33,0.4246983952843955
34,0.6657711413242623
35,0.5166354078755295
36,0.7085592666775649
37,0.7123295184249152
38,0.7279950654625816
39,0.8751116530479568
40,0.6920832446854914
41,0.5480072752453944
42,0.8570933297191354
43,0.7127678268244247
44,0.7625529785667247
45,0.479242488661631
46,0.7190197385809741
47,0.3852492830962091
48,0.563294822899027
49,0.3573603095334888
50,0.28606638517434013
51,0.6740122458726681
52,0.6552691367359198
53,0.5371152491276157
54,0.8512034912793464
55,0.7990219794930976
56,0.79491387421774
57,0.6610153155143006
58,0.416788271905373
59,0.8137035981501031
60,0.36948670092489183
61,0.41966515196639576
62,0.44191666184618195
63,0.7508934439177858
64,0.738018900941896
65,0.7521703716342772
66,0.40773902855116867
67,0.7299948215566069
68,0.3513553793503985
69,0.4598349811403806
70,0.5817788645144506
71,0.7177581816856151
72,0.6855330489616718
73,0.48224721940228815
74,0.478352804224283
75,0.8066496699227788
76,0.7661493731417772
77,0.7130306964270477
78,0.5956149964641378
79,0.7424206660487285
80,0.7965758715208515
81,0.5896899612863622
82,0.6839044387715313
83,0.7763123591779604
84,0.6334825470085003
85,0.6194073981894782
86,0.6203641361168697
87,0.7351421539005837
88,0.55656933406086
89,0.7403776228237771
90,0.5892052696477748
91,0.6420982743725594
92,0.7918572817081851
93,0.7807063991612877
94,0.3727179763422152
95,0.7333850946777264
96,0.8625515262563995
97,0.8516904736481348
98,0.6208734770494964
99,0.6123888713750771
100,0.32094339046538367
101,0.4081774349127548
102,0.5002877161132663
103,0.8344429838853283
104,0.8473443575526833
105,0.6878200301824939
106,0.7557118541025192
107,0.28915841811781967
108,0.47561900883952946
109,0.6375888897231243
110,0.8164822755926672
111,0.40920054204105816
112,0.6380314710374309
113,0.7008101287865965
114,0.6832067851587387
115,0.7766817310908392
116,0.3712405773265201
117,0.5875436032233554
118,0.6068322416221894
119,0.5141884127425096
120,0.6869701520460364
121,0.6662459565845282
122,0.5702362358138753
123,0.2538084654003317
124,0.4921045009194245
125,0.6090173328614712
126,0.7131165987866501
127,0.7584422674334803
128,0.6532489270996007
129,0.8373942563001876
130,0.6562812978978879
131,0.550762761634707
132,0.7198238046884816
133,0.6515291975384636
134,0.7431700666000636
135,0.6532804932254418
136,0.4026226725738959
137,0.7909892993892114
138,0.7508508619752743
139,0.6535425242498347
140,0.8567474125122176
141,0.4504160805674754
142,0.8402744940633055
143,0.6447745710562035
144,0.5732848867890284
145,0.5557449228712861
146,0.5869915650008994
147,0.7659968649808875
148,0.775387374521278
149,0.45714583273343257
150,0.6437722257124638
151,0.662878819925132
152,0.5604086155941855
153,0.6847196496187513
154,0.7946091101052819
155,0.8884629395830433
156,0.5151300921977919
157,0.7088491691099312
158,0.7543040589249076
159,0.8030490455438223
160,0.47320976340050425
161,0.5311227765964283
162,0.5485318165200745
163,0.4648004366544892
164,0.7219745545827896
165,0.8019718120748983
166,0.8502128960313851
167,0.4794708664833792
168,0.6388157073739779
169,0.6450806418367595
170,0.5809843620311236
171,0.8338488460416853
172,0.6226974728618601
173,0.5270594856569488
174,0.6640002400588046
175,0.7230482040447408
176,0.3994460056722707
177,0.20702423745805243
178,0.8330162573528573
179,0.6906573924767898
180,0.7297013056126926
181,0.6334323968638258
182,0.7581355734875735
183,0.6996927002757355
184,0.7350631747942868
185,0.5438051691245253
186,0.7620974916915546
187,0.8943318930145182
188,0.6949521338215768
189,0.5265267011465956
190,0.624804606863236
191,0.6438664204818847
192,0.5549263362619211
193,0.5451840411699459
194,0.565885212438781
195,0.7370704716216979
196,0.5500485262651819
197,0.7999223060073455
