,oof_proba
0,0.7646348932857514
1,0.5358052928305578
2,0.677001730296921
3,0.7245897436585962
4,0.8154912859662268
5,0.6282534032807614
6,0.5956519134062164
7,0.7104191783033111
8,0.8188284802015886
9,0.7479991086964516
10,0.7423447789681754
11,0.5590628536138247
12,0.7689427169474575
13,0.47422639922060306
14,0.4807268793772478
15,0.6397426831066868
16,0.7265768566205907
17,0.7640214888353747
18,0.6448412835965982
19,0.6954226832394869
20,0.6454060548906065
21,0.7052300931472243
22,0.8118704245732715
23,0.8697969505281685
24,0.385026944608124
25,0.7822674780404731
26,0.7686984307154006
27,0.8382554231797851
28,0.7279829408402388
29,0.6016692974839726
30,0.8567476939543001
31,0.4462538594339778
32,0.6907639733358335
33,0.4037309547856699
34,0.6823326581563437
35,0.3938239922093865
36,0.7243955593359485
37,0.7258309150720166
38,0.7282273880351584
39,0.8889868092098526
40,0.656500427319917
41,0.5569479275967788
42,0.8478011840016044
43,0.7651500026971758
44,0.7612433881853157
45,0.43833873459347883
46,0.7796326978428239
47,0.3618724006306934
48,0.5989525706145764
49,0.3612601904961546
50,0.29523478971007444
51,0.6566798512722498
52,0.5281242404460177
53,0.5044669118959125
54,0.8709210200276486
55,0.7867447674456075
56,0.8461565310705079
57,0.6865143093150614
58,0.39853709429146333
59,0.8233596841382174
60,0.3169402308742441
61,0.4796553159106848
62,0.37207535433939964
63,0.7257960994804751
64,0.7256727963370843
65,0.7482461313764059
66,0.391442048642774
67,0.7360761921240517
68,0.4246843176629973
69,0.5318093710360028
70,0.5792917632795731
71,0.7849993135392663
72,0.7210487411204916
73,0.4728281907684724
74,0.48993698417890263
75,0.8497227061013582
76,0.7541507876704996
77,0.6884249927858659
78,0.6269069072611287
79,0.7502655037044811
80,0.7149656500020208
81,0.604806622284439
82,0.727623400754437
83,0.801314580029754
84,0.6654289651817145
85,0.5836599022667964
86,0.5678228823673078
87,0.7460733711407448
88,0.5989863683570567
89,0.7823885107962454
90,0.6576761548952045
91,0.6626533500622106
92,0.7376234486502555
93,0.7788809096139082
94,0.3977692141033568
95,0.7561588667719928
96,0.8746397241710053
97,0.8289676715858088
98,0.581929000349494
99,0.6546040108832265
100,0.32729158781021084
101,0.445980616408968
102,0.5674289823356031
103,0.8138325676574812
104,0.8387126899564539
105,0.7288011974367044
106,0.7497602302387973
107,0.256688100655054
108,0.5520777344341641
109,0.6954329729629161
110,0.8178599713104955
111,0.38518937315569374
112,0.6101540676894726
113,0.7450390380798879
114,0.680993784431031
115,0.8048638167671671
116,0.355979541435714
117,0.6048502950613472
118,0.5597999186825062
119,0.5639934679202272
120,0.6933526096649725
121,0.5985552089352316
122,0.5771884588764046
123,0.2284855819766741
124,0.35681180858196565
125,0.553970807256897
126,0.6998217169123674
127,0.7628246607877495
128,0.6186942993397258
129,0.8127624193647762
130,0.6182320065103788
131,0.636998496644894
132,0.7647065265239039
133,0.7952643108542311
134,0.7435507285725003
135,0.6391574246175762
136,0.3724599530180156
137,0.7355462125648466
138,0.7943437295674712
139,0.6910066031512723
140,0.8775796742755645
141,0.3762613172103971
142,0.8935151263199078
143,0.6345183461151427
144,0.6293982394302539
145,0.5882837794265792
146,0.6111510503244675
147,0.7858041782900125
148,0.7670447334004666
149,0.4728081476696774
150,0.6878842486251815
151,0.6724712497201512
152,0.7111304001743468
153,0.6543948976025868
154,0.7523422321194012
155,0.8899287667985302
156,0.5664429956668808
157,0.7429337896425259
158,0.8041636985045741
159,0.8361624102881027
160,0.4832125415788959
161,0.5888092689988204
162,0.6082511152379402
163,0.42906522855651535
164,0.7219907450627958
165,0.8214752830091282
166,0.8771763594668525
167,0.44580223662749496
168,0.6342341292773288
169,0.6494805628606454
170,0.5333824960472555
